link
https://github.com/huggingface/transformers
https://github.com/pytorch/pytorch
https://github.com/keras-team/keras
https://github.com/scikit-learn/scikit-learn
https://github.com/ageitgey/face_recognition
https://github.com/d2l-ai/d2l-zh
https://github.com/deepfakes/faceswap
https://github.com/iperov/DeepFaceLab
https://github.com/ultralytics/yolov5
https://github.com/LAION-AI/Open-Assistant
https://github.com/microsoft/DeepSpeed
https://github.com/ray-project/ray
https://github.com/streamlit/streamlit
https://github.com/explosion/spaCy
https://github.com/donnemartin/data-science-ipython-notebooks
https://github.com/Lightning-AI/lightning
https://github.com/OpenBB-finance/OpenBBTerminal
https://github.com/eriklindernoren/ML-From-Scratch
https://github.com/gradio-app/gradio
https://github.com/sebastianruder/NLP-progress
https://github.com/JaidedAI/EasyOCR
https://github.com/d2l-ai/d2l-en
https://github.com/jina-ai/jina
https://github.com/iperov/DeepFaceLive
https://github.com/mindsdb/mindsdb
https://github.com/huggingface/datasets
https://github.com/RasaHQ/rasa
https://github.com/recommenders-team/recommenders
https://github.com/onnx/onnx
https://github.com/mlflow/mlflow
https://github.com/RaRe-Technologies/gensim
https://github.com/pytorch/vision
https://github.com/tensorflow/tensor2tensor
https://github.com/ddbourgin/numpy-ml
https://github.com/aleju/imgaug
https://github.com/gunthercox/ChatterBot
https://github.com/horovod/horovod
https://github.com/unifyai/ivy
https://github.com/hindupuravinash/the-gan-zoo
https://github.com/ultralytics/ultralytics
https://github.com/microsoft/nni
https://github.com/flairNLP/flair
https://github.com/albumentations-team/albumentations
https://github.com/microsoft/qlib
https://github.com/nltk/nltk
https://github.com/iterative/dvc
https://github.com/jindongwang/transferlearning
https://github.com/donnemartin/awesome-aws
https://github.com/ydataai/ydata-profiling
https://github.com/zalandoresearch/fashion-mnist
https://github.com/deepset-ai/haystack
https://github.com/MorvanZhou/tutorials
https://github.com/bbfamily/abu
https://github.com/apache/tvm
https://github.com/chiphuyen/stanford-tensorflow-tutorials
https://github.com/ludwig-ai/ludwig
https://github.com/ultralytics/yolov3
https://github.com/google-deepmind/sonnet
https://github.com/tflearn/tflearn
https://github.com/rushter/MLAlgorithms
https://github.com/EpistasisLab/tpot
https://github.com/Yorko/mlcourse.ai
https://github.com/keras-team/autokeras
https://github.com/kedro-org/kedro
https://github.com/optuna/optuna
https://github.com/kornia/kornia
https://github.com/FMInference/FlexGen
https://github.com/clips/pattern
https://github.com/doccano/doccano
https://github.com/MorvanZhou/Reinforcement-learning-with-tensorflow
https://github.com/jacobgil/pytorch-grad-cam
https://github.com/pyro-ppl/pyro
https://github.com/OlafenwaMoses/ImageAI
https://github.com/vaexio/vaex
https://github.com/Jack-Cherish/Machine-Learning
https://github.com/google-deepmind/pysc2
https://github.com/google/trax
https://github.com/lazyprogrammer/machine_learning_examples
https://github.com/lanpa/tensorboardX
https://github.com/jackzhenguo/python-small-examples
https://github.com/k4yt3x/video2x
https://github.com/PeterL1n/RobustVideoMatting
https://github.com/bigscience-workshop/petals
https://github.com/serengil/deepface
https://github.com/yzhao062/anomaly-detection-resources
https://github.com/yzhao062/pyod
https://github.com/catboost/catboost
https://github.com/wandb/wandb
https://github.com/wiseodd/generative-models
https://github.com/Netflix/metaflow
https://github.com/drivendata/cookiecutter-data-science
https://github.com/instillai/machine-learning-course
https://github.com/sktime/sktime
https://github.com/activeloopai/deeplake
https://github.com/alteryx/featuretools
https://github.com/stanfordnlp/stanza
https://github.com/nerfstudio-project/nerfstudio
https://github.com/SerpentAI/SerpentAI
https://github.com/DLR-RM/stable-baselines3
https://github.com/scikit-learn-contrib/imbalanced-learn
https://github.com/unit8co/darts
https://github.com/lmcinnes/umap
https://github.com/PeterL1n/BackgroundMattingV2
https://github.com/deeppavlov/DeepPavlov
https://github.com/tensorpack/tensorpack
https://github.com/autogluon/autogluon
https://github.com/microsoft/nlp-recipes
https://github.com/py-why/dowhy
